position_slug,position_name,description,detailed_instructions,category,difficulty_level,intimacy_level,required_flexibility,tags,benefits,tips,image_url,image_url_illustrated,thumbnail_url,video_tutorial_url,animation_url,image_file,image_illustrated_file,thumbnail_file,video_tutorial_file,animation_file,sort_order,is_premium,requires_dlc,is_active
76-butterfly,76 Butterfly,Illustrated 76 Butterfly position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|76|butterfly,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,76-butterfly.png,,,,,,false,true,true
77-crab,77 Crab,Illustrated 77 Crab position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|77|crab,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,77-crab.png,,,,,,false,true,true
78-cradle,78 Cradle,Illustrated 78 Cradle position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|78|cradle,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,78-cradle.png,,,,,,false,true,true
79-rodeo,79 Rodeo,Illustrated 79 Rodeo position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|79|rodeo,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,79-rodeo.png,,,,,,false,true,true
8-boat,8 Boat,Illustrated 8 Boat position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|boat,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,8-boat.png,,,,,,false,true,true
80-avalanche,80 Avalanche,Illustrated 80 Avalanche position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|80|avalanche,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,80-avalanche.png,,,,,,false,true,true
81-lock,81 Lock,Illustrated 81 Lock position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|81|lock,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,81-lock.png,,,,,,false,true,true
82-venus,82 Venus,Illustrated 82 Venus position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|82|venus,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,82-venus.png,,,,,,false,true,true
83-depth,83 Depth,Illustrated 83 Depth position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|83|depth,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,83-depth.png,,,,,,false,true,true
84-olympus,84 Olympus,Illustrated 84 Olympus position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|84|olympus,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,84-olympus.png,,,,,,false,true,true
85-scorpio,85 Scorpio,Illustrated 85 Scorpio position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|85|scorpio,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,85-scorpio.png,,,,,,false,true,true
86-forbidden-fruit,86 Forbidden Fruit,Illustrated 86 Forbidden Fruit position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|86|forbidden|fruit,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,86-forbidden-fruit.png,,,,,,false,true,true
87-discharge,87 Discharge,Illustrated 87 Discharge position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|87|discharge,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,87-discharge.png,,,,,,false,true,true
